No,English,Japanese,Chapter
1560,finally,とうとう、終わりにあたって,8
1561,finance,融資する、資金を提供する,8
1562,financial,財政（上）の、財界の,8
1563,find,とわかる、を見つける,8
1564,finding,発見（物）、報告、判決,8
1565,fine,すばらしい、細かい、罰金、～に罰金を科す,8
1566,fingerprint,指紋,8
1567,fire,（労働者）を首にする、（銃など）を発射する,8
1568,fireplace,暖炉,8
1569,firm,堅固な、しっかりした、安定した、会社,8
1570,fisherman,漁師、釣り人,8
1571,fist,握りこぶし,8
1572,fit,合う、取りつける、適した、体調がよい、発作,8
1573,fix,修理する、（食事など）を用意する、固定する、決める,8
1574,flame,火炎、光彩、（顔・頬などが）赤らむ、（炎を上げて）燃える,8
1575,flap,パタパタ動く、羽ばたく、をパタパタ動かす,8
1576,flash,ひらめき、閃光、ひらめく、ぴかっと光る,8
1577,flat,単調な、そっけない、平らな、断固とした、均一の,8
1578,flatter,お世辞を言う、おべっかをつかう,8
1579,flavor,風味、に風味をつける,8
1580,flaw,欠点、きず,8
1581,flee,逃げる、～から逃げる,8
1582,flesh,（人・動物の）肉、果肉,8
1583,flexible,柔軟な、柔らかい、融通のきく,8
1584,flight,（飛行機の）便、飛ぶこと、飛行、逃走、脱出,8
1585,flip,はじく、ひっくり返す、裏返す、切り替える,8
1586,float,浮く、漂う、浮かべる,8
1587,floating,浮かぶ,8
1588,flock,群れ、群衆、大群、一群、集まる、群れをなす,8
1589,flood,洪水、あふれる、水浸しにする、,8
1590,flourish,（文化などが）栄える、（植物などが）繁茂する,8
1591,flourishing,栄えている,8
1592,flow,流れる、流れ,8
1593,flu,インフルエンザ（influenzaの略）,8
1594,fluency,流暢さ、滑らかさ,8
1595,fluent,流暢な、緩やかな,8
1596,fluid,流体、流動性の：変わりやすい、(言葉が)流暢な,8
1597,flush,紅潮、上気、突然の高まり、水洗すること,8
1598,flutter,はばたきする、はためく、どきどきする、はばたき、動揺,8
1599,focus,集中させる、焦点を合わせる、焦点が合う、焦点、重点,8
1600,foe,敵,8
1601,fold,包む、折りたたむ、（手足など）を組む,9
1602,folk,人々、〔～s〕皆さん、〔one's ～s〕家族,9
1603,folklore,民話、民俗学,9
1604,follow,従う、後について行く、後に起こる,9
1605,follow-up,追跡調査、追加、続行,9
1606,folly,愚かさ、愚行,9
1607,fond,Aが好きだ,9
1608,fool,愚か者、をばかにする,9
1609,forbid,禁止する,9
1610,force,～に無理やり…させる、力、（複数形で）軍隊,9
1611,forecast,予報する、予想する、予報、予想,9
1612,forehead,ひたい,9
1613,foreign,外国の、異質の,9
1614,foresee,（問題・事故など）を予知する,9
1615,foretell,予言（予知）する,9
1616,forge,偽造する、（関係など）を築く、鍛造する,9
1617,forgive,(人・行為・罪など)を許す,9
1618,form,形（態）、申込用紙、を形作る、形になる,9
1619,format,書式、形式、（本などの）型,9
1620,formation,形成、構成（物）、隊列,9
1621,former,前(者)の、（the）（２つのうちの）前者,9
1622,formerly,かつては、以前は,9
1623,formidable,恐ろしい、(仕事などが難しくて)手に負えない,9
1624,formula,(複～sまたはformulae)公式、決まったやり方,9
1625,forth,前へ、先へ、それ以降,9
1626,fortnight,2週間,9
1627,fortune,財産、幸運、運命,9
1628,forward,前に、将来に向かって、(手紙・メール)を転送する,9
1629,fossil,化石、時代遅れの人［物］,9
1630,fossile,化石,9
1631,foster,促進する、養育する、里親（里子）の,9
1632,foul,不快な、汚い、反則の、反則,9
1633,found,設立する、基礎を築く,9
1634,foundation,基礎、設立,9
1635,fountain,噴水、泉,9
1636,fraction,わずか、一部、分数,9
1637,fragile,壊れやすい、はかない,9
1638,fragment,破片、かけら,9
1639,frame,校正、骨組み、骨格、枠、額縁、組み立てる、枠にはめる,9
1640,frank,率直な,9
1641,frankly,率直に,9
1642,fraud,詐欺（行為）、（金銭などの）搾取、詐欺師、偽善者、偽物,9
1643,free,無料の、自由な、ひまな、制約のない,9
1644,freedom,自由,9
1645,freeze,凍る、を凍らせる、（計画・資金など）を凍結する,9
1646,frequency,"頻度, 頻繁； 周波数",9
1647,frequent,たびたびの、頻繁に起こる,9
1648,frequently,頻繁に,9
1649,fresh,新鮮な,9
1650,friction,摩擦、あつれき、不和,9
1651,friendship,友人関係、友情,9
1652,fright,(突然の・一時的な)恐怖(感),9
1653,frighten,おびえさせる、びっくりさせる,9
1654,frontier,国境、辺境、未開拓分野、最先端,9
1655,frown,眉をひそめる、眉をしかめること、しかめ面,9
1656,frugal,安上がりの、質素な、倹約する、無駄遣いしない、簡素な,9
1657,fruitful,実りの多い、有益な、肥沃な,9
1658,frustrate,いら立たせる、（計画・希望など）を挫折させる,9
1659,frustration,挫折、フラストレーション、欲求不満,9
1660,fuel,燃料、勢いを増加させるもの,9
1661,fulfill,果たす、添う、満たす,9
1662,fully,全く、完全に,9
1663,fun,楽しいこと、愉快なこと［気分］、戯れ,9
1664,function,機能、役割、働き、式典、会合,9
1665,fund,基金、資金,9
1666,fundamental,基本的な、必須の、基本,9
1667,funeral,葬式,9
1668,fur,毛、毛皮,9
1669,furious,激怒した、猛烈な,9
1670,furnish,備え付ける、用意する,9
1671,furniture,家具,9
1672,furthermore,さらに,9
1673,fury,激しい怒り、（風雨などの）激しさ,9
1674,fusion,融合、連立,9
1675,fuss,大騒ぎ、やきもきすること、騒ぎ立てる、やきもきする,9
1676,futile,無益な、役に立たない、つまらない,9
1677,gadget,機械器具,9
1678,gain,手に入れる、増す、良くなる、利益、増大,9
1679,galaxy,星雲、銀河、〔the G～〕銀河系,9
1680,gallery,画廊、美術館、バルコニー、観客,9
1681,game,獲物、ゲーム、試合,9
1682,gangster,やくざ、ギャング（の一人）,9
1683,gap,割れ目、（時間的）空白、（見解などの）相違,9
1684,garbage,（主に台所から出る）ゴミ,9
1685,garment,衣服、衣類,9
1686,gas,ガス、気体、ガソリン,9
1687,gather,集める、わかる、推測する、増す、集まる,9
1688,gauge,基準、容積、計器、推し測る、慎重に判断する,9
1689,gaze,見つめる(こと),9
1690,gear,用具（一式）、器具、歯車、ギア,9
1691,gender,性、性の差、性別,9
1692,gene,遺伝子,9
1693,general,世間一般の、一般的な、全体的な、大まかな,9
1694,generally,一般的に、大体,9
1695,generate,生み出す、発生させる,9
1696,generation,世代,9
1697,generous,寛大な、気前のよい、豊富な,9
1698,genetic,遺伝（子）の、発生の,9
1699,genetically,遺伝子的に、遺伝学的に,9
1700,genius,天才、才能,9
1701,genre,ジャンル、酒類,9
1702,gentle,優しい,9
1703,genuine,本物の、偽りのない,9
1704,geographical,地理的な、地理学（上）の,9
1705,geography,地理、地理学,9
1706,geological,地質学的な,9
1707,geology,地質学、地質（構造）,9
1708,geometry,幾何学,9
1709,germ,細菌、病原菌、幼芽,9
1710,gesture,身ぶり,9
1711,ghost,幽霊、幻影,9
1712,giant,巨大な、巨人、偉人,9
1713,gift,贈り物、才能,9
1714,gifted,才能のある,9
1715,gigantic,巨大な、莫大な,9
1716,given,～を考慮すると、～と仮定すると、特定の、任意の,9
1717,glacier,氷河,9
1718,glance,ちらっと見ること,9
1719,glare,ぎらぎら光る、じっとにらむ、ぎらぎらする光、怒りのまなざし,9
1720,glass,ガラス、（a ～ of）コップ１杯の、（複数）めがね,9
1721,glimpse,ちらりと見る、（～が）ちらりと見える,9
1722,glitter,きらきら光る、輝き,9
1723,glittering,キラキラ輝く,9
1724,global,世界的な、全体的な,9
1725,globe,球体、世界、地球儀、（the～で）地球,9
1726,gloomy,暗い、陰鬱な、悲観的な,9
1727,glorious,栄光ある、すばらしい、輝かしい、名誉な,9
1728,glory,栄光、壮観,9
1729,glossary,用語小辞典、用語集,9
1730,glow,光り［照り］輝く、赤く燃える、紅潮する,9
1731,glue,貼り付ける、接着剤でつける、接着剤,9
1732,goal,名、目標、ゴール,9
1733,goods,商品,9
1734,goodwill,好意、厚意、親切心、信用、営業権,9
1735,gorgeous,華やかな、すばらしい,9
1736,govern,治める、支配する、左右する、抑制する,9
1737,government,政府,9
1738,governor,知事,9
1739,grab,つかむ、横取りする、急いで食べる,9
1740,grace,気品、優雅さ、好意、神の恵み、慈悲,9
1741,grade,学年、程度、成績、を段階別にする,9
1742,gradual,徐々の、緩やかな,9
1743,gradually,だんだん,9
1744,graduate,卒業する（from）、卒業生、大学院生,9
1745,grain,穀物、穀粒、少量、微量、木目,9
1746,grammar,文法,9
1747,grand,壮大な、偉大な,9
1748,grandparent,祖父（母）,9
1749,grant,（人）に（許可・権利など）を与える、を認める,9
1750,grasp,把握する、つかむ、つかむ（理解する）こと,9
1751,grass,（牧）草,9
1752,grateful,感謝している,9
1753,gratify,喜ばせる,9
1754,gratitude,感謝(の気持ち),9
1755,grave,重大な、威厳のある、真面目な、厳粛な、墓場,9
1756,gravity,重力、引力、重量、重大さ,9
1757,Greece,ギリシャ,9
1758,greed,どん欲、どん欲さ,9
1759,greedy,欲深い、貪欲な、食い意地の張った、がつがつした,9
1760,greenhouse,温室,9
1761,greet,あいさつをする、出迎える,9
1762,grid,（電気などの）供給網、格子（模様）、碁盤目,9
1763,grief,深い悲しみ,9
1764,grieve,深く苦しむ、深く悲しませる,9
1765,grim,（状況などが）暗い、（表情が）険しい,9
1766,grimace,しかめ面をする； しかめ面,9
1767,grind,（臼などで）挽く、すりつぶす、ギシギシ音を立てる,9
1768,grip,しっかりつかむ、しっかりつかむこと,9
1769,groan,うめく声、うなる音、文句、うめく,9
1770,grocery,食料雑貨店、食料品,9
1771,gross,ひどい、巨大な、全体の、総計,9
1772,ground,根拠、理由、土地、土壌、運動場、地面、地表,9
1773,growl,うなり声、うなる、不平を言う、どなる,9
1774,growth,発展、成長,9
1775,grumble,文句を言う、不平を言う、不満、苦情,9
1776,guarantee,保証する、保証,9
1777,guard,守る、見張る、警備（員）,9
1778,guess,推測する、言い当てる,9
1779,guest,招待客、宿泊客,9
1780,guide,案内する、指導する、案内人（書）、指針,9
1781,guideline,指針、指標、目標、ガイドライン,9
1782,guild,ギルド、職種別同業者組合、団体、同好会,9
1783,guilt,罪、有罪、罪悪感,9
1784,guilty,罪悪感のある、有罪の,9
1785,gun,拳銃,9
1786,gust,突風、噴出、(感情の)爆発,9
1787,guy,やつ、男,9
1788,habit,（個人の無意識的な）習慣、癖,9
1789,habitat,生息地、（人の）居住地,9
1790,hack,たたき切る、切りきざむ、たたく,9
1791,halt,停止・中断させる[する]、停止、中断,9
1792,hamper,妨げる,9
1793,hand,援助の手、筆跡、（時計などの）針,9
1794,handful,（a～of…）１つかみの量の…,9
1795,handicapped,身体障害の、ハンディがある、 身体障害者,9
1796,handle,取っ手、つまみ、うまく扱う、操縦する,9
1797,hang,つるす、掛ける、ぶら下がる,9
1798,happen,起こる,9
1799,harass,困らせる、悩ます,9
1800,harassment,嫌がらせ、ハラスメント,9
1801,harbor,港、湾、避難所、隠れ場所,10
1802,hardly,ほとんど…ない,10
